中分類ID,中分類,小分類ID,小分類,種別,通し番号 ,優先度,割り当て時間数（h）, DS-BoK KA番号,内容
B2,人工知能,1,一般,スキル,ACM-59-06,T2,0.5,KA01.02,(物理的な，あるいは仮想的な)ロボットやエージェント，マルチエージェントシステムがAIを埋め込み，動くようにするためにデータをどのように収集し利用するかを定量的に説明することができる．
B2,人工知能,1,一般,態度,ACM-59-07,T2,0.5,KA01.02,AIによって収集あるいは生成されたデータはデータサイエンスの応用先に有用な可能性があることを説明できる．
B2,人工知能,1,一般,態度,ACM-59-08,T1,0.25,KA01.02,AIは新しい分野というわけではなく，むしろ長く豊かな歴史を持った分野であることを十分に理解している．
B2,人工知能,2,知識表現と推論（論理ベースモデル）,知識,ACM-59-09,T2,0.5,KA01.02,必要なときにどこでアプローチを見つけるべきか知っておくために，既存の手法の再発見を避けるために，AIの主な関心事およびそれらが取り組んでいる問題の種類を知っている．
B2,人工知能,2,知識表現と推論（論理ベースモデル）,知識,ACM-60-01,T2,0.5,KA01.02,述語論理とその使用事例を理解している．
B2,人工知能,2,知識表現と推論（論理ベースモデル）,知識,ACM-60-02,T2,0.5,KA01.02,自動推論：前向き推論，後ろ向き推論を理解している．
B2,人工知能,2,知識表現と推論（論理ベースモデル）,知識,ACM-60-03,T2,0.5,KA01.02,大規模なシステムに統合された推論を理解している(例：Watson)．
B2,人工知能,2,知識表現と推論（論理ベースモデル）,知識,ACM-60-04,T2,0.5,KA01.02,"オントロジー，知識グラフ(例：protege, ConceptNet, YAGO, UMLS)を理解している．"
B2,人工知能,2,知識表現と推論（論理ベースモデル）,知識,ACM-60-05,E,0.5,KA01.02,自動推論：導出，定理証明を理解している．
B2,人工知能,2,知識表現と推論（論理ベースモデル）,スキル,ACM-60-06,E,0.5,KA01.02,自動推論のための言語を理解している．
B2,人工知能,2,知識表現と推論（論理ベースモデル）,スキル,ACM-60-07,T2,0.5,KA01.02,自然言語の言明を述語論理で表現することができる．
B2,人工知能,2,知識表現と推論（論理ベースモデル）,スキル,ACM-60-08,T2,0.5,KA01.02,述語論理の言明を自然言語で表現することができる．
B2,人工知能,2,知識表現と推論（論理ベースモデル）,スキル,ACM-60-09,T2,0.5,KA01.02,述語論理の使用事例と限界を述べることができる．
B2,人工知能,2,知識表現と推論（論理ベースモデル）,スキル,ACM-60-10,T2,0.5,KA01.02,効率的な自動推論を行うアルゴリズムおよびシステムの例を挙げることができる．
B2,人工知能,2,知識表現と推論（論理ベースモデル）,スキル,ACM-60-11,T2,0.5,KA01.02,例えば前向き推論・後ろ向き推論による論理ベースの自動推論を記述することができる．
B2,人工知能,2,知識表現と推論（論理ベースモデル）,スキル,ACM-60-12,T2,0.5,KA01.02,推論がデータ駆動の大規模なシステムに統合されている事例を挙げることができる．
B2,人工知能,2,知識表現と推論（論理ベースモデル）,スキル,ACM-60-13,E,0.5,KA01.02,自動定理証明の特定の手法を記述することができる．
B2,人工知能,2,知識表現と推論（論理ベースモデル）,スキル,ACM-60-14,E,0.5,KA01.02,既存の技術の例を挙げながら，オントロジーとは何か，それが使える状況(例えば質問応答)，それがどのように使われるか(例えば曖昧さの解消を補助するために)を記述することができる．
B2,人工知能,2,知識表現と推論（論理ベースモデル）,スキル,ACM-60-15,E,0.5,KA01.02,オントロジーがどのように構築されるか記述できる．
B2,人工知能,2,知識表現と推論（論理ベースモデル）,態度,ACM-60-16,E,0.5,KA01.02,中程度のサイズの推論問題を実装できる．
B2,人工知能,2,知識表現と推論（論理ベースモデル）,態度,ACM-60-17,T2,0.5,KA01.02,論理ベースの知識表現のメリットや限界を十分に理解している．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,知識,ACM-60-18,T2,0.5,KA01.02,特定の応用先に利用するために，形式的な論理や論理ベースのアルゴリズムの豊かな歴史を意識している．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,知識,ACM-61-01,T1,0.25,KA01.02,基本的な概念：確率変数，確率の公理，独立性，条件付き確率，周辺確率を理解している．(コンピュータサイエンスの分野ではなく)データサイエンスの分野において基本的な知識である確率も参照すること．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,知識,ACM-61-02,T1,0.25,KA01.02,因果モデルを理解している．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,知識,ACM-61-03,T2,0.5,KA01.02,ベイジアンネットワークを理解している．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,知識,ACM-61-04,T2,0.5,KA01.02,マルコフ決定過程を理解している．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,知識,ACM-61-05,E,0.5,KA01.02,強化学習を理解している．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,スキル,ACM-61-06,E,0.5,KA01.02,確率論理モデルを理解している(例：マルコフ論理ネットワーク)．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,スキル,ACM-61-07,T1,0.25,KA01.02,確率的な推論の必要性を正当化できる．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,スキル,ACM-61-08,T1,0.25,KA01.02,確率変数，独立性などの基本的な概念を定義できる．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,スキル,ACM-61-09,T1,0.25,KA01.02,確率の公理を述べることができる．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,スキル,ACM-61-10,T1,0.25,KA01.02,上の基本的な概念と公理を使って単純なシステムをモデル化し，問題に答えることができる．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,スキル,ACM-61-11,T1,0.25,KA01.02,因果モデルとは何か，それはどのように使われるかを記述することができる．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,スキル,ACM-61-12,T2,0.5,KA01.02,小規模/中規模のサイズの例を挙げながらベイジアンネットワークとは何か述べることができる．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,スキル,ACM-61-13,T2,0.5,KA01.02,ベイジアンネットワークが有用になり得る状況を示すことができる(例：医療診断の問題)．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,スキル,ACM-61-14,T2,0.5,KA01.02,ベイジアンネットワークがどのようにして推論に利用されるのかを示すことができる，たいていの場合で正確な推論は実行不可能であることを理解している，より効率的な推論のアプローチの例を述べることができる(例：信念の伝播)．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,スキル,ACM-61-15,T2,0.5,KA01.02,ベイジアンネットワークが示す独立性の関係を同定することができる．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,スキル,ACM-61-16,T2,0.5,KA01.02,小規模/中規模なサイズの例を挙げながら，マルコフ決定過程とは何かを述べることができる．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,スキル,ACM-61-17,T2,0.5,KA01.02,マルコフ決定過程が有用になり得る状況を示すことができる(例：最適化問題，制御問題)．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,スキル,ACM-61-18,T2,0.5,KA01.02,マルコフ決定過程がどのようにして推論に利用されるのかを示すことができる．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,スキル,ACM-61-19,E,0.5,KA01.02,小規模/中規模な問題に対してベイジアンネットワークを構成することができる．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,スキル,ACM-61-20,E,0.5,KA01.02,小規模/中規模な問題に対してベイジアンネットワークを構成する学習アルゴリズムを適用することができる．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,スキル,ACM-61-21,E,0.5,KA01.02,マルコフ決定過程のパラメータがどのように学習されるのか述べることができる，そのパラメータを学習するアルゴリズムの例を挙げることができる．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,スキル,ACM-61-22,E,0.5,KA01.02,適切な問題に対して強化学習アルゴリズムを適用することができる．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,スキル,ACM-61-23,E,0.5,KA01.02,有用な応用先を同定しながら，マルコフ論理ネットワークなどの確率論理モデルの例を挙げることができる．
B2,人工知能,3,知識表現と推論（確率ベースモデル）,態度,ACM-61-24,E,0.5,KA01.02,小規模/中規模な問題に対して確率論理モデルを構成することができる．
B2,人工知能,4,プランニング・探索戦略,知識,ACM-61-25,T1,0.25,KA01.02,確率ベースの知識表現およびその上で推論を行う手法のメリットや限界を十分に理解している．
B2,人工知能,4,プランニング・探索戦略,知識,ACM-62-01,T2,0.5,KA01.02,問題に対して考えられる解の状態空間の表現を理解している．
B2,人工知能,4,プランニング・探索戦略,知識,ACM-62-02,T2,0.5,KA01.02,状態空間における(事前情報のない)幅優先探索，深さ優先探索を理解している．
B2,人工知能,4,プランニング・探索戦略,知識,ACM-62-03,T2,0.5,KA01.02,状態空間における(事前情報のある)ヒューリスティック探索を理解している(例：A*探索)．
